Ulica,Nr,Obiekt,Nr_rej_zabytków
WIOSŁOWA,8,dom,
WIOSŁOWA,9,dom,
WIOSŁOWA,11,dom,
WIOSŁOWA,16,b. gospodaczy,
WIOSŁOWA,17,dom,
WIOSŁOWA,18,dom,
WIOSŁOWA,26,dom,
WIOSŁOWA,29,dom,
WIOSŁOWA,30,dom,
WIOSŁOWA,35,dom,
WIOSŁOWA,37,dom,
WIOSŁOWA,37,budynek gospodarczy,
WIOSŁOWA,39,dom,
WIOSŁOWA,43,dom,
WIOSŁOWA,47,dom,
WIOSŁOWA,49,dom,
WIOSŁOWA,51,dom,
WIOSŁOWA,52 k.,dom,
WIOSŁOWA,55,dom,
WIOSŁOWA,57 A,dom,
WIOSŁOWA,65,dom,
WIOSŁOWA,65 k.,budynek gospodarczy,
WIOSŁOWA,73,dom,
WIOSŁOWA,73 k.,budynek gospodarczy,
WIOSŁOWA,77,dom,
WIOSŁOWA,79,dom,
WIOSNY LUDÓW,2,d. Schuitensteg 2, działka, budynek przemysłowy ,
WIOSNY LUDÓW,5,kamienica,
WIOSNY LUDÓW,3,kamienica,
WIOSNY LUDÓW,3,oficyna,
WIOSNY LUDÓW,7,kamienica,
WITKIEWICZA stanisława,1,dom,
WITKIEWICZA stanisława,1A,Brama ,
WITKIEWICZA stanisława,3,dom,
WITKIEWICZA Stanisława,4,dom,
WITKIEWICZA Stanisława,5,dom,
WITKIEWICZA Stanisława,6,dom,
WŁADYSŁAWA IV,8,dom,
WŁADYSŁAWA IV,9,dom,
WŁADYSŁAWA IV,9 A,dom,
WŁADYSŁAWA IV,10,dom,
WŁADYSŁAWA IV,11,dom,
WŁADYSŁAWA IV,11,drugi budynek,
WŁADYSŁAWA IV,11 A,dom,
WŁADYSŁAWA IV,11 B,dom,
WŁADYSŁAWA IV,11 C,dom,
WŁADYSŁAWA IV,12,dom,
WŁADYSŁAWA IV,12 A,zajezdnia tramwajowa,
WŁADYSŁAWA IV,12 A,budynek w zespole zajezdni tramw.,
WŁADYSŁAWA IV,12 B,budynek w zespole zajezdni tramw.,
WŁADYSŁAWA IV,12 C/D/E/F/G,budynek w zespole zajezdni tramw.,
WŁADYSŁAWA IV,13,dom,
WŁADYSŁAWA IV,13 A,drugi budynek,
WŁADYSŁAWA IV,13 B,budynek użyteczności publicznej,
WŁADYSŁAWA IV,14,dom,
WŁADYSŁAWA IV,15/15 B,dom,
WŁADYSŁAWA IV,16 A,dom,
WŁADYSŁAWA IV,20,dom,
WŁADYSŁAWA IV,21,dom,
WŁASNA STRZECHA,1,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,1A,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,1B/2,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,3/4,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,5/6,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,7/8,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,9/10,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,11/12,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,13/14,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,15/16,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,17/18,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,18A,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,18B,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,19,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,20,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,21/22,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,23/24,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,25/26,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,27/28,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,29/30,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,31/32,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,33/34,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,35,Kolonia domów robotniczych Fundacji dr Abegga,961
WŁASNA STRZECHA,36,Kolonia domów robotniczych Fundacji dr Abegga,961
WODOPÓJ,7,dom ,778
WOLNOŚCI,1,dom,
WOLNOŚCI,1 A,budynek gospodarczy,
WOLNOŚCI,2,dom,
WOLNOŚCI,3,dom,
WOLNOŚCI,5,dom,
WOLNOŚCI,5 A,budynek gospodarczy,
WOLNOŚCI,6,dom,
WOLNOŚCI,7,dom,
WOLNOŚCI,7 A,budynek gospodarczy,
WOLNOŚCI,9,dom,
WOLNOŚCI,10,dom,
WOLNOŚCI,11,dom,
WOLNOŚCI,12,dom,
WOLNOŚCI,12 A,budynek gospodarczy,
WOLNOŚCI,13,dom,
WOLNOŚCI,15,dom,
WOLNOŚCI,16,dom,
WOLNOŚCI,17 A/ 17 B,dom,
WOLNOŚCI,18,dom,
WOLNOŚCI,18 A,budynek gospodarczy,
WOLNOŚCI,19,dom,
WOLNOŚCI,19 A,budynek gospodarczy,
WOLNOŚCI,20,dom,
WOLNOŚCI,20 A,budynek gospodarczy,
WOLNOŚCI,22,dom,
WOLNOŚCI,22 A,budynek gospodarczy,
WOLNOŚCI,22 B,budynek gospodarczy,
WOLNOŚCI,23,dom,
WOLNOŚCI,24/24 A,dom,
WOLNOŚCI,25,dom,
WOLNOŚCI,25 A,budynek gospodarczy,
WOLNOŚCI,38,dom,
WOLNOŚCI,39,dom,
WOLNOŚCI,40,dom,
WOLNOŚCI,41,dom,
WOLNOŚCI,42,dom,
WOLNOŚCI,48/49,dom,
WOLNOŚCI,50,dom,
WOLNOŚCI,51,dom,
WOLNOŚCI,52,dom,
WOLNOŚCI,53/54/55,domy w zespole,
WOLNOŚCI,56/57/58,domy w zespole,
WOLNOŚCI,59,dom,
WOLNOŚCI,60,dom,
WOLNOŚCI,61,dom,
WOLNOŚCI,62,dom,
WOLNOŚCI,63,dom,
WOLNOŚCI,64,dom,
WOLNOŚCI,65,dom,
WOLNOŚCI,66,dom,
WOLNOŚCI,67,dom,
WORCELLA Stanisława,01,dom,
WORCELLA Stanisława,02,dom,
WORCELLA Stanisława,03,dom,
WORCELLA Stanisława,04,dom,
WORCELLA Stanisława,05,dom,
WORCELLA Stanisława,06,dom,
WORCELLA Stanisława,07,dom,
WORCELLA Stanisława,08,dom,
WORCELLA Stanisława,09,dom,
WORCELLA Stanisława,10,dom,
WORCELLA Stanisława,11,dom,
WORCELLA Stanisława,12,dom,
WORCELLA Stanisława,13,dom,
WORCELLA Stanisława,15,dom,
WORCELLA Stanisława,16,dom,
WORCELLA Stanisława,17,dom,
WORCELLA Stanisława,18,dom,
WORCELLA Stanisława,19,dom,
WORCELLA Stanisława,20,dom,
WORCELLA Stanisława,21,dom,
WORCELLA Stanisława,22,dom,
WORCELLA Stanisława,23,dom,
WORCELLA Stanisława,24,dom,
WORCELLA Stanisława,25,dom,
WORCELLA Stanisława,26,dom,
WORCELLA Stanisława,28,dom,
WORCELLA Stanisława,30,dom,
WORCELLA Stanisława,32,dom,
WORCELLA Stanisława,34,dom,
WORCELLA Stanisława,36,dom,
WORCELLA Stanisława,38,dom,
WORCELLA Stanisława,40,dom,
WORCELLA Stanisława,42,dom,
WROCŁAWSKA,1/3/5/7/9/11,budynki mieszkalne,
WROCŁAWSKA,02/12 A/02/12 B/02/12 C,budynki mieszkalne,
WROCŁAWSKA,13/15/17/19/21/23,budynki mieszkalne,
WROCŁAWSKA,14/16/18/20/22/24,budynki mieszkalne,
WROCŁAWSKA,26/28/30/32/34,budynki mieszkalne,
WRONIA,3,dom,
WRONIA,5,dom,
WRONIA,6,dom,
WRONIA,7,dom,
WRONIA,8,dom,
WRONIA,10,dom,
WRONIA,11,dom,
WRONIA,13,dom,
WRONIA,14,dom,
WRONIA,16,dom,
WRONKI bpa Andrzeja,1,dom,
WRONKI bpa Andrzeja,16,dom,
WRONKI bpa Andrzeja,18,dom,
WRONKI bpa Andrzeja,20,dom,
WRONKI bpa Andrzeja,22,dom,
WRÓBLA,11,dom,
WRÓBLA,13/14,dom,
WRÓBLA,15,dom,
WRÓBLA,18/19,dom,
WRÓBLA,20,dom,
WRÓBLA,21/22,dom,
WRÓBLA,24,dom,
WRÓBLEWSKIEGO Zygmunta,1,dom,
WRÓBLEWSKIEGO Zygmunta,2,dom,
WRÓBLEWSKIEGO Zygmunta,3/4,dom,
WRÓBLEWSKIEGO Zygmunta,5/6,dom,
WRÓBLEWSKIEGO Zygmunta,7/8,dom,
WRÓBLEWSKIEGO Zygmunta,9/10,dom,
WRÓBLEWSKIEGO Zygmunta,11/12,dom,
WRÓBLEWSKIEGO Zygmunta,13/14,dom,
WRÓBLEWSKIEGO Zygmunta,15/16,dom,
WRÓBLEWSKIEGO Zygmunta,18,dom,
WRÓBLEWSKIEGO Zygmunta,19,dom,
WRÓBLEWSKIEGO Zygmunta,20/21,dom,
WRÓBLEWSKIEGO Zygmunta,22/23,dom,
WRÓBLEWSKIEGO Zygmunta,24,dom,
WRÓBLEWSKIEGO Zygmunta,25,dom,
WRÓBLEWSKIEGO Zygmunta,26/27,dom,
WRÓBLEWSKIEGO Zygmunta,28/29,dom,
WRÓBLEWSKIEGO Zygmunta,30/31,dom,
WRÓBLEWSKIEGO Zygmunta,32/33,dom,
WRÓBLEWSKIEGO Zygmunta,34,dom,
WRÓBLEWSKIEGO Zygmunta,35,dom,
WRZESZCZAŃSKA,3,domy w zerspole,
WRZESZCZAŃSKA,4,domy w zerspole,
WRZESZCZAŃSKA,17,domy w zerspole,
WRZESZCZAŃSKA,19,domy w zerspole,
WRZESZCZAŃSKA,21,domy w zerspole,
WRZOSY,6,dom,
WSPORNIKOWA,12,budynek mieszkalny,
WSPORNIKOWA,13,budynek mieszkalny,
WYCZÓŁKOWSKIEGO Leona,1,dom,
WYCZÓŁKOWSKIEGO Leona,5,dom,
WYCZÓŁKOWSKIEGO Leona,5A,budynek gospodarczy,
WYCZÓŁKOWSKIEGO Leona,9,dom,
WYCZÓŁKOWSKIEGO Leona,11,dom,
WYCZÓŁKOWSKIEGO Leona,14,dom,
WYCZÓŁKOWSKIEGO Leona,14 A,budynek gospodarczy,
WYCZÓŁKOWSKIEGO Leona,20,dom,
WYCZÓŁKOWSKIEGO Leona,21A,dom,
WYCZÓŁKOWSKIEGO Leona,22,dom,
WYCZÓŁKOWSKIEGO Leona,23,dom,
WYCZÓŁKOWSKIEGO Leona,24,dom,
WYCZÓŁKOWSKIEGO Leona,26/28,dom,
WYCZÓŁKOWSKIEGO Leona,29,dom,
WYCZÓŁKOWSKIEGO Leona,34,dom,
WYCZÓŁKOWSKIEGO Leona,37/39,dom,
WYCZÓŁKOWSKIEGO Leona,41/43/45/47,dom,
WYCZÓŁKOWSKIEGO Leona,49/51/53/55,dom,
WYCZÓŁKOWSKIEGO Leona,57,dom,
WYCZÓŁKOWSKIEGO Leona,59,dom,
WYCZÓŁKOWSKIEGO Leona,61,dom,
WYCZÓŁKOWSKIEGO Leona,65,dom,
WYCZÓŁKOWSKIEGO Leona,67,dom,
WYCZÓŁKOWSKIEGO Leona,69,dom,
WYCZÓŁKOWSKIEGO Leona,73,dom,
WYCZÓŁKOWSKIEGO Leona,75,dom/apteka,
WYCZÓŁKOWSKIEGO Leona,77,dom,
WYCZÓŁKOWSKIEGO Leona,89,dom,
WYCZÓŁKOWSKIEGO Leona,95/97/99/101,dom,
WYCZÓŁKOWSKIEGO Leona,103,dom,
WYCZÓŁKOWSKIEGO Leona,107,dom,
WYGON,1,dom,
WYGON,2,dom,
WYGON,3,dom,
WYGON,4,dom,
WYGON,5,dom,
WYGON,6,dom,
WYGON,7,dom,
WYGON,8,dom,
WYGON,9,dom,
WYGON,10,dom,
WYGON,11,dom,
WYSPA SOBIESZEWSKA - d. Komary,,wiatrak przeniesiony z ul. Opackiej 12 (?),449
WYSPIAŃSKIEGO Stanisława,11,dom,
WYSPIAŃSKIEGO Stanisława,13,dom,
WYSPIAŃSKIEGO Stanisława,15,dom,
WYSPIAŃSKIEGO Stanisława,17A,dom,
WYSPIAŃSKIEGO Stanisława,19,dom,
WYSPIAŃSKIEGO Stanisława,20,dom,
WYSPIAŃSKIEGO Stanisława,21,dom,
WYSPIAŃSKIEGO Stanisława,22,dom,
WYSPIAŃSKIEGO Stanisława,23,dom,
WYSPIAŃSKIEGO Stanisława,24,dom,
WYSPIAŃSKIEGO Stanisława,26,dom,
WYSPIAŃSKIEGO Stanisława,28,dom,
WYSPIAŃSKIEGO Stanisława,30,dom,
WYSPIAŃSKIEGO Stanisława,32,dom,
WYSPIAŃSKIEGO Stanisława,34,dom,
WYSPIAŃSKIEGO Stanisława,36,dom,
ZA MURAMI,2-10 ,Zespół Dworu Miejskiego,  stajnia, wozownia, mury obronne,447
ZA MURAMI,,Baszta Schultza ,
ZA MURAMI,3 k.,dom,
ZA MURAMI,19,dom,151
ZA MURAMI,19 A k.,dom,
ZA MURAMI,20,budynek mieszkalny (dwie kondygnacje),217
ZA MURAMI,29,oficyna kamienicy przy ul.Ogarnej 26,1602
ZACISZE,1,dom,
ZACISZE,2,dom,
ZACISZE,10,dom,
ZACISZE,10/12,dom/sklep,
ZACISZE,13/14,dom,
ZACISZE,15/16,dom,
ZAGÓRNA ,1/3,dom,
ZAGÓRNA ,1/3 k.,budynek gospodarczy,
ZAGÓRNA ,2/4,dom,
ZAGÓRNA ,5,dom,
ZAGÓRNA ,8,dom,
ZAGÓRNA ,9,dom,
ZAGÓRNA ,10,dom,
ZAGÓRNA ,11,dom,
ZAGÓRNA ,12,dom,
ZAGÓRNA ,14,dom,
ZAGÓRNA ,16,dom,
ZAGROBLE,4,dom,
ZAGROBLE,8,dom,
ZAGROBLE,9,budynek gospodarczy,
ZAGROBLE,18,dom,
ZAGROBLE,19,dom,
ZAGRODOWA ,1/3/5/7/9,dom,
ZAGRODOWA ,2/4/6/8/10,dom,
ZAJĘCZA,1,dom,
ZAJĘCZA,2,dom,
ZAJĘCZA,3,dom,
ZAJĘCZA,6,dom,
ZAJĘCZA,7,dom,
ZAJĘCZA,8,dom,
ZAKOLE,2,dom,
ZAKOLE,4 A,dom,
ZAKOPIAŃSKA ,7/9,dom,
ZAKOPIAŃSKA ,8,dom,
ZAKOPIAŃSKA ,10,dom,
ZAKOPIAŃSKA ,11,dom,
ZAKOPIAŃSKA ,13,dom,
ZAKOPIAŃSKA ,15,dom,
ZAKOPIAŃSKA ,32a,dom,
ZAKOPIAŃSKA ,38 k.,dom,
ZAKOPIAŃSKA ,42 k.,dom,
ZALESIE,13,dom,
ZALESIE,15,dom,
ZALESIE,17,dom,
ZALESIE,19,dom,
ZAMENHOFA Ludwika,1,dom,
ZAMENHOFA Ludwika,2,dom,
ZAMENHOFA Ludwika,3,dom,
ZAMENHOFA Ludwika,4,dom,
ZAMENHOFA Ludwika,5,dom,
ZAMENHOFA Ludwika,6,dom,
ZAMENHOFA Ludwika,7,dom,
ZAMENHOFA Ludwika,8,dom,
ZAMENHOFA Ludwika,9,dom,
ZAMENHOFA Ludwika,10,dom,
ZAMENHOFA Ludwika,11,dom,
ZAMENHOFA Ludwika,12,dom,
ZAMENHOFA Ludwika,13,dom,
ZAMENHOFA Ludwika,14,dom,
ZAMENHOFA Ludwika,15,dom,
ZAMENHOFA Ludwika,16,dom,
ZAMENHOFA Ludwika,17,dom,
ZAMENHOFA Ludwika,19,dom,
ZAMENHOFA Ludwika,20,dom,
ZAMENHOFA Ludwika,21,dom,
ZAMENHOFA Ludwika,22,dom,
ZAMENHOFA Ludwika,23,dom,
ZAMENHOFA Ludwika,25,dom,
ZAMENHOFA Ludwika,27,dom,
ZAMENHOFA Ludwika,29,dom,
ZAMENHOFA Ludwika,31,dom,
ZAMENHOFA Ludwika,33,dom,
ZAMENHOFA Ludwika,35,dom,
ZAMENHOFA Ludwika,37,dom,
ZAMIEJSKA,1,dom,
ZAMIEJSKA,08,dom,
ZAMIEJSKA,11 C,dom,
ZAMIEJSKA,12/12A,dom,
ZAMIEJSKA,14,dom,
ZAMIEJSKA,20,dom,
ZAMIEJSKA,22,dom,
ZAMKNIĘTA,31,dom,
ZAROŚLAK,1,kamienica,
ZAROŚLAK,2,kamienica,
ZAROŚLAK,3,kamienica,
ZAROŚLAK,4,kamienica,
ZAROŚLAK,5,kamienica,
ZAROŚLAK,7,kamienica,
ZAROŚLAK,8,kamienica,
ZAROŚLAK,10,kamienica,
ZAROŚLAK,13,kamienica,
ZAROŚLAK,18,kamienica,
ZAROŚLAK,22,kamienica,
ZAROŚLAK,28-30,kamienica,
ZAROŚLAK,,wieża koscioła p.w. Zbawiciela,558
ZATOR-PRZYTOCKIEGO ks. Józefa,1,dom,
ZATOR-PRZYTOCKIEGO ks. Józefa,2,dom,
ZATOR-PRZYTOCKIEGO ks. Józefa,2 A,dom,
ZATOR-PRZYTOCKIEGO ks. Józefa,2 B,dom,
ZATOR-PRZYTOCKIEGO ks. Józefa,3,kościół  p.w. Najświętszego Serca Pana Jezusa wraz z plebanią i ogrodem,1017
ZATOR-PRZYTOCKIEGO ks. Józefa,3 k.,plebania ,
ZATOR-PRZYTOCKIEGO ks. Józefa,4,dom,
ZATOR-PRZYTOCKIEGO ks. Józefa,4 A,dom,
ZATOR-PRZYTOCKIEGO ks. Józefa,6,dom,
ZATOR-PRZYTOCKIEGO ks. Józefa,obok budynku nr 3 (dz. 1, obr. 56),nastawnia bramowa nad torami PKP,A-1913
ZAUŁEK ŚW. BARTŁOMIEJA ,,kościół św. Bartłomieja wraz z terenem i murem kościelnym,427
ZAUŁEK ZAPPIO Zachariasza,3,d. Zaułek Świętojański 3,,
ZAWIEJSKA,5,dom,
ZAWIEJSKA,10,dom,
ZAWIEJSKA,11,dom,
ZAWIEJSKA,12,dom,
ZAWIEJSKA,13,dom,
ZAWIEJSKA,15,dom,
ZAWIEJSKA,15 A,dom,
ZAWIEJSKA,17,dom,
ZAWIEJSKA,18,dom,
ZAWIEJSKA,19,dom,
ZAWIEJSKA,20,dom,
ZAWIEJSKA,20,dom,
ZAWIEJSKA,21,dom,
ZAWIEJSKA,24,dom,
ZAWIEJSKA,26,dom,
ZAWIEJSKA,28,dom,
ZAWIEJSKA,30,dom,
ZAWIEJSKA,33,dom,
ZAWIEJSKA,39,dom,
ZAWIEJSKA,60,dom,
ZAWIEJSKA,60,dom,
ZAWIEJSKA,79,dom,
ZAWIEJSKA,101,dom,
ZAWIEJSKA,101 pod,dom,
ZAWIEJSKA,103,dom,
ZAWISZY CZARNEGO,1,dom,
ZAWISZY CZARNEGO,2,dom,
ZAWISZY CZARNEGO,3,dom,
ZAWISZY CZARNEGO,4,dom,
ZAWISZY CZARNEGO,5,dom,
ZAWISZY CZARNEGO,6,dom,
ZAWISZY CZARNEGO,6,dom z garażem,
ZAWISZY CZARNEGO,7,dom,
ZAWISZY CZARNEGO,8,dom,
ZAWISZY CZARNEGO,9,dom,
ZAWISZY CZARNEGO,10,dom,
ZAWISZY CZARNEGO,11,dom,
ZAWISZY CZARNEGO,12,dom,
ZAWISZY CZARNEGO,13,dom,
ZAWISZY CZARNEGO,14,dom,
ZAWISZY CZARNEGO,16,dom,
ZAWODZIE,23,dom,
ZAWODZIE,Dz. 115.24/1,Schron agregatu prądotwórcvzego,
ZBYSZKA Z BOGDAŃCA,1,dom w zespole,
ZBYSZKA Z BOGDAŃCA,2,dom w zespole,
ZBYSZKA Z BOGDAŃCA,4,dom w zespole,
ZBYSZKA Z BOGDAŃCA,6,dom w zespole,
ZBYSZKA Z BOGDAŃCA,7,dom w zespole,
ZBYSZKA Z BOGDAŃCA,9,dom w zespole,
ZBYSZKA Z BOGDAŃCA,18,dom w zespole,
ZBYSZKA Z BOGDAŃCA,19,dom w zespole,
ZBYSZKA Z BOGDAŃCA,20,dom w zespole,
ZBYSZKA Z BOGDAŃCA,21,dom w zespole,
ZBYSZKA Z BOGDAŃCA,22,dom w zespole,
ZBYSZKA Z BOGDAŃCA,23,dom w zespole,
ZBYSZKA Z BOGDAŃCA,26,dom w zespole,
ZBYSZKA Z BOGDAŃCA,27,dom w zespole,
ZBYSZKA Z BOGDAŃCA,28,dom w zespole,
ZBYSZKA Z BOGDAŃCA,29,dom w zespole,
ZBYSZKA Z BOGDAŃCA,30,dom w zespole,
ZBYSZKA Z BOGDAŃCA,32,dom w zespole,
ZBYSZKA Z BOGDAŃCA,35,dom w zespole,
ZBYSZKA Z BOGDAŃCA,36,dom w zespole,
ZBYSZKA Z BOGDAŃCA,37,dom w zespole,
ZBYSZKA Z BOGDAŃCA,38,dom w zespole,
ZBYSZKA Z BOGDAŃCA,39,dom w zespole,
ZBYSZKA Z BOGDAŃCA,41,dom w zespole,
ZBYSZKA Z BOGDAŃCA,42,dom w zespole,
ZBYSZKA Z BOGDAŃCA,44,dom w zespole,
ZBYSZKA Z BOGDAŃCA,45,dom w zespole,
ZBYSZKA Z BOGDAŃCA,46,dom w zespole,
ZBYSZKA Z BOGDAŃCA,47,dom w zespole,
ZBYSZKA Z BOGDAŃCA,49,dom w zespole,
ZBYSZKA Z BOGDAŃCA,51,dom w zespole,
ZBYSZKA Z BOGDAŃCA,53,dom w zespole,
ZBYSZKA Z BOGDAŃCA,55,dom w zespole,
ZBYSZKA Z BOGDAŃCA,56,dom w zespole,
ZBYSZKA Z BOGDAŃCA,57/59,dom w zespole,
ZBYSZKA Z BOGDAŃCA,61/63,dom w zespole,
ZBYSZKA Z BOGDAŃCA,70/72,dom w zespole,
ZBYSZKA Z BOGDAŃCA,73/75,dom w zespole,
ZBYSZKA Z BOGDAŃCA,74/76,dom w zespole,
ZBYSZKA Z BOGDAŃCA,77/79,dom w zespole,
ZBYSZKA Z BOGDAŃCA,81/83,dom w zespole,
ZBYSZKA Z BOGDAŃCA,82/84,dom w zespole,
ZBYSZKA Z BOGDAŃCA,86/88,dom w zespole,
ZBYSZKA Z BOGDAŃCA,89/90,dom w zespole,
ZBYTKI,2 (1/2),dom,
ZDROJOWA,2,Zespół Domu Zdrojowego z parkiem,1383
ZDROJOWA,3,dom,
ZDROJOWA,4 (?),dom,
ZDROJOWA,5,Stacja pomp i sanitariaty miejskie,
ZELWEROWICZA Aleksandra,dz.nr 119,Bateria Wiejska - 9 obiektów,
ZGODY I,4,dom,
ZGODY I,6,dom,
ZGODY I,8,dom,
ZGODY I,10,dom,
ZGODY II,3,dom,
ZGODY II,7,dom,
ZIELONA,1,dom,
ZIELONA,2,dom,
ZIELONA,3,dom,
ZIELONA,4,dom,
ZIELONA,5,dom,
ZIELONA,6,dom,
ZIELONA,7,dom,
ZIELONA,15,dom,
ZIELONA,16,dom,
ZIELONA,17,dom,
ZIELONA,18,dom,
ZIELONA,19,dom,
ZIELONA,20,dom,
ZIMNA,1,dom,
ZŁOTNIKÓW ,4/6 (4),kamienica,
ZŁOTNIKÓW ,4/6 (5),kamienica,
ZŁOTNIKÓW ,4/6 (6),kamienica,
ZŁOTNIKÓW ,7/8 (7),kamienica,
ZŁOTNIKÓW ,7/8 (8),kamienica,
ZŁOTNIKÓW ,9/12 (9),kamienica,
ZŁOTNIKÓW ,9/12 (10),kamienica,
ZŁOTNIKÓW ,9/12 (11),kamienica,
ZŁOTNIKÓW ,9/12 (12),kamienica,
ZŁOTNIKÓW ,13/18 (13),kamienica,
ZŁOTNIKÓW ,13/18 (14),kamienica,
ZŁOTNIKÓW ,13/18 r. (15,16,17,18),kamienica,
ZŁOTNIKÓW ,25 (25/27),kamienica,
ZŁOTNIKÓW ,26 (25/27),kamienica,
ZŁOTNIKÓW ,27 (25/27),kamienica,
ZŁOTNIKÓW ,28 (28/29),kamienica,
ZŁOTNIKÓW ,29 (28/29),kamienica,
ZŁOTNIKÓW ,30 (30/31),kamienica,
ZŁOTNIKÓW ,31 (30/31),kamienica,
ZWIĄZKOWA,1AB,dom,
ZWIĄZKOWA,2AB,dom,
ZWIĄZKOWA,3AB,dom,
ZYGMUNTA AUGUSTA,1/3/5/7,zespół domów,
ZYGMUNTA AUGUSTA,2/4/6/8,zespół domów,
ZYGMUNTA AUGUSTA,9/11,zespół domów,
ZYGMUNTA AUGUSTA,10/12,zespół domów,
ZWIERZYNIECKA,6,zespół dworsko-parkowy z folwarkiem: dwór, obora, park,
ŻABI KRUK,3,kosciół Św.Piotra i Pawła,mur cmentarny, 2 bramy,215
ŻABI KRUK,15 k.,Baszta pod Zrębem,437
ŻABI KRUK,17,d. dom forteczny ob.. Mieszkalny,
ŻABIA,9,dom,
ŻABIA,11,dom,
ŻAKÓW,1,dom,
ŻELEŃSKIEGO Władysława,1,dom,
ŻELEŃSKIEGO Władysława,2,dom,
ŻELEŃSKIEGO Władysława,3,dom,
ŻELEŃSKIEGO Władysława,4,dom,
ŻELEŃSKIEGO Władysława,5,dom,
ŻELEŃSKIEGO Władysława,6,dom,
ŻELEŃSKIEGO Władysława,7,dom,
ŻELEŃSKIEGO Władysława,8,dom,
ŻELEŃSKIEGO Władysława,9,dom,
ŻELEŃSKIEGO Władysława,10,dom,
ŻELEŃSKIEGO Władysława,11,dom,
ŻELEŃSKIEGO Władysława,12,dom,
ŻELEŃSKIEGO Władysława,13,dom,
ŻELEŃSKIEGO Władysława,14,dom,
ŻELEŃSKIEGO Władysława,15,dom,
ŻELEŃSKIEGO Władysława,16,dom,
ŻELEŃSKIEGO Władysława,17,dom,
ŻELEŃSKIEGO Władysława,18,dom,
ŻELEŃSKIEGO Władysława,19,dom,
ŻELEŃSKIEGO Władysława,20,dom,
ŻELEŃSKIEGO Władysława,21,dom,
ŻELEŃSKIEGO Władysława,22,dom,
ŻELEŃSKIEGO Władysława,23,dom,
ŻELEŃSKIEGO Władysława,24,dom,
ŻELEŃSKIEGO Władysława,25,dom,
ŻELEŃSKIEGO Władysława,26,dom,
ŻELEŃSKIEGO Władysława,27,dom,
ŻELEŃSKIEGO Władysława,26,dom,
ŻELEŃSKIEGO Władysława,29,dom,
ŻELEŃSKIEGO Władysława,30,dom,
ŻELEŃSKIEGO Władysława,31,dom,
ŻELEŃSKIEGO Władysława,32,dom,
ŻELEŃSKIEGO Władysława,33,dom,
ŻELEŃSKIEGO Władysława,34,dom,
ŻELEŃSKIEGO Władysława,35,dom,
ŻELEŃSKIEGO Władysława,36,dom,
ŻELEŃSKIEGO Władysława,37,dom,
ŻELEŃSKIEGO Władysława,38,dom,
ŻELEŃSKIEGO Władysława,39,dom,
ŻELEŃSKIEGO Władysława,40,dom,
ŻELEŃSKIEGO Władysława,41,dom,
ŻELEŃSKIEGO Władysława,42,dom,
ŻELEŃSKIEGO Władysława,43,dom,
ŻELEŃSKIEGO Władysława,44,dom,
ŻELEŃSKIEGO Władysława,45,dom,
ŻELEŃSKIEGO Władysława,46,dom,
ŻELEŃSKIEGO Władysława,47,dom,
ŻELEŃSKIEGO Władysława,48,dom,
ŻELEŃSKIEGO Władysława,49,dom,
ŻELEŃSKIEGO Władysława,50,dom,
ŻELEŃSKIEGO Władysława,51,dom,
ŻELEŃSKIEGO Władysława,52,dom,
ŻELEŃSKIEGO Władysława,53,dom,
ŻEROMSKIEGO Stefana,4,dom,
ŻEROMSKIEGO Stefana,4,dom,
ŻEROMSKIEGO Stefana,5,dom,
ŻEROMSKIEGO Stefana,5,dom,
ŻEROMSKIEGO Stefana,6/7,dom,
ŻEROMSKIEGO Stefana,6,dom,
